domain,institution,driving_model,experiment,ensemble,model,model_version,frequency,variable,search_url,status
REU-3,CLMcom-ETH,ECMWF-ERAINT,PGW-MPI-rcp85,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,6hr,zg200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22PGW-MPI-rcp85%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg200%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,PGW-MPI-rcp85,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,rsus,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22PGW-MPI-rcp85%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22rsus%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,PGW-MPI-rcp85,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,va1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22PGW-MPI-rcp85%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va1000%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,PGW-MPI-rcp85,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,hus500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22PGW-MPI-rcp85%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus500%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,PGW-MPI-rcp85,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,hus925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22PGW-MPI-rcp85%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus925%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,PGW-MPI-rcp85,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,va850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22PGW-MPI-rcp85%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va850%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,PGW-MPI-rcp85,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,huss,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22PGW-MPI-rcp85%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22huss%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,PGW-MPI-rcp85,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,mon,tas,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22PGW-MPI-rcp85%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22mon%22%2C%22variable%22%3A%22tas%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,PGW-MPI-rcp85,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,clwvi,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22PGW-MPI-rcp85%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22clwvi%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,day,tasmin,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22tasmin%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,pr,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22pr%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,6hr,zg700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg700%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,6hr,zg200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg200%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,va200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va200%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,rsus,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22rsus%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,ua850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua850%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,6hr,hurs1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22hurs1000%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,ua925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua925%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,day,cape,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22cape%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,mon,tasmin,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22mon%22%2C%22variable%22%3A%22tasmin%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,day,sfcWindmax,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22sfcWindmax%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,ta500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta500%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,6hr,hurs500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22hurs500%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,ta850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta850%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,wa1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa1000%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,va850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va850%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,ts,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22ts%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,mon,tasmax,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22mon%22%2C%22variable%22%3A%22tasmax%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,cape,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22cape%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,wa500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa500%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,hus200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus200%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,wa925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa925%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,mon,tas,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22mon%22%2C%22variable%22%3A%22tas%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,clm,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22clm%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,ua100m,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22ua100m%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,day,mrso,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22mrso%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,wa200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa200%22%7D,published
